name,description,property_type_name,province_name,district_name,ward_name,street_name,project_name,price,area,floor_count,frontage_width,house_depth,road_width,bedroom_count,bathroom_count,house_direction,balcony_direction,published_at,latitude,longitude,is_market_coverage
"Nhà chính chủ 44,5m2/ 2 tầng/ 2 mặt tiền hẻm ngay đường Lưu Hữu Phước Quận 8","Nhà riêng tọa lạc tại đường Lưu Hữu Phước, Phường 15, Quận 8, Hồ Chí Minh, với diện tích 44,5m2. (2 mặt hẻm có cửa hậu). - Giá bán 3,55 tỷ VND, số hồng riêng, hoàn công đầy đủ. - Nhà 2 tầng, thiết kế 2 phòng ngủ và 2 phòng tắm, phù hợp cho gia đình nhỏ hoặc đầu tư. - Phong thủy tốt, mang lại tài lộc cho gia chủ. - Khu vực yên tĩnh, thuận tiện cho sinh hoạt hàng ngày. Khu vực xung quanh: + Gần bệnh viện hỗ trợ sinh sản & nam học Sài Gòn. + Siêu thị Bách Hóa Xanh 35B Mai Hắc Đế và 61A Phú Định. + Các công viên nhỏ xinh, lý tưởng cho việc thư giãn. + Trường THPT Ngô Gia Tự nằm gần đó, thuận lợi cho việc học tập của trẻ. Liên hệ: Minh.",Nhà,Hồ Chí Minh,8,15,Lưu Hữu Phước,,5834203718,44.16,3.0,3.0,,3.0,3.0,1.0,,,2025-08-20T16:34:53.864000,10.741088,106.641662,False
"Bán CC mini 18PN, 19WC, 111m2 tại Lê Quang Đạo, Phú Đô, Nam Từ Liêm","Nhanh tay sở hữu căn hộ CC mini 18PN + 19WC + bếp tại đường Lê Quang Đạo, Phường Phú Đô, Nam Từ Liêm, Hà Nội. Căn hộ có diện tích 111m2, được thiết kế hiện đại với nội thất đầy đủ, sẵn sàng cho cuộc sống tiện nghi. Pháp lý đầy đủ đảm bảo an toàn cho giao dịch. - Điểm đặc biệt: - 18 phòng ngủ, 19 phòng tắm, không gian rộng rãi. - Nội thất bao gồm điều hòa, giường, tủ lạnh... - Phong thủy tốt, tạo cảm giác thoải mái và dễ chịu cho cư dân. - Địa điểm tiện ích xung quanh: - Gần bệnh viện răng hàm mặt Hồng Ngọc, bệnh viện đa khoa Hồng Ngọc, bệnh viện thể thao Việt Nam. - Siêu thị Hà Đăng. - Công viên Mễ Trì. - Trường tiểu học Phú Đô, trường mầm non Mỹ Đình 1, trường THCS Mễ Trì. Liên hệ ngay để biết thêm thông tin chi tiết.",Nhà,Hà Nội,Nam Từ Liêm,Phú Đô,Lê Quang Đạo,,21381614969,111.56,5.0,,,,3.0,3.0,,,2025-06-04T09:06:33.344000,21.017096,105.859263,False
"BÁN NHÀ HẺM Ô TÔ 8M, NGAY CHỢ TÂN HƯƠNG, KẾ BÊN PHÚ THỌ HOÀ, TÂN PHÚ, 80M2, 3 TẦNG, GIÁ 9,45 TỶ TL","BÁN NHÀ QUẬN TÂN PHÚ- HẺM Ô TÔ 8M - TIỆN KINH DOANH, MỞ VP CTY - NGAY CHỢ TÂN HƯƠNG - PHẠM QUÝ THÍCH + Diện tích 80m2 (4x20)M, 3 tầng, 4PN, 4 WC, có phòng ngủ dưới trệt to rộng. Nhà còn mới vô ở ngay . + Vị trí ngay Phạm Quý Thích, sát chợ Tân Hương, Nguyễn Suý, Văn Cao, Lê Thúc Hoạch GIá 9,45 tỷ TL NHÀ THẬT -HÌNH THẬT - GẶP CHÍNH CHỦ",Nhà,Hồ Chí Minh,Tân Phú,Phú Thọ Hòa,Phạm Qúy Thích,,12697564849,81.65,3.0,4.0,,8.0,4.0,4.0,,,2025-12-03T06:18:36.457000,10.783689,106.631897,False
"CHÍNH CHỦ CẦN TIỀN BÁN GẤP LÔ ĐẤT GIÁ ĐẦU TƯ NGAY XÃ ĐỨC HÒA HẠ, ĐỨC HÒA, LONG AN","CHÍNH CHỦ CẦN TIỀN BÁN GẤP LÔ ĐẤT GIÁ ĐẦU TƯ NGAY XÃ ĐỨC HÒA HẠ, ĐỨC HÒA, LONG AN - Diện tích: 107m2 - Giá bán: 1 tỷ 286 triệu - Pháp lý: Sổ sách đầy đủ Vị trí : Đất nằm ngay ở ấp Bình Tiền, xã Đức Hòa Hạ, Đức Hòa, Long An Đất mặt tiền đường đá xanh, xung quanh dân cư đông đúc Đầy đủ tiện ích xung quanh như gần chợ, trường học, trung tâm thị trấn... Liên hệ: Chính chủ để được chốt giá cụ thể và dẫn đi xem đất",Đất,Long An,Đức Hòa,Đức Hòa Hạ,,,3722891010,98.58,0.0,5.0,,4.0,0.0,0.0,,,2026-03-25T21:10:54.949000,10.688172,106.245703,False
"Bán nhà đẹp 3 tầng 155m2 - 2MT đường 10m5 Khúc Hạo - Lê Cảnh Tuân, lô góc kinh doanh tốt","Bán nhà đẹp 3 tầng 2MT đường 10m5 Khúc Hạo - Lê Cảnh Tuân, Sơn Trà, ĐN. - DT: 155m2 (7,7x20m) - DTSD: 290m2. - Công năng: Nhà sân vườn 3 tầng 2 mặt tiền thoáng mát, rộng rãi gồm phòng khách, bếp, 4PN, 4WC, gara ô tô, sân vườn, nhà mới đẹp. - Vị trí góc 2MT đường 10m5 và 5m5, gần Hồ Hán Thương, vị trí đẹp. Phù hợp mua ở kết hợp kinh doanh, mua cho thuê. Giá bán đến công chứng: 20,9 tỷ (có TL). - LH: [phone_number] Zalo/call.",Nhà,Đà Nẵng,Sơn Trà,Nại Hiên Đông,Khúc Hạo,,15806846991,145.78,3.0,7.7,,,4.0,3.0,,,2026-02-23T03:53:52.634000,16.118581,108.264872,False
"Nhà đất phân lô - ôtô tránh - phố Yên Bình - Văn Quán - Hà Đông 50m2 MT 4,3m - hơn 13tỷ nhà dân xây","Nhà đất phân lô - ô tô tránh - Phố Yên Bình - Văn Quán - Hà Đông DT 50m2 - MT 4,3m - hơn 13 tỷ. Ô tô tránh chạy vòng quanh - kinh doanh đỉnh - tiện ích ngập tràn, gần trường - thông 19/5. - Vị trí trung tâm khu vực phát triển Quận Hà Đông, hưởng trọn tiện ích khu đô thị Văn Quán, giao các phố 19/5, Chiến Thắng, Trần Phú, Vũ Trọng Khánh, Phùng Hưng... Gần các trường Đại Học, Học Viện và Viện 103. - Hai phút đi xe ra ĐH Bưu Chính Viễn Thông, ĐH Hà Nội, ĐH Kiến Trúc, Học Viện An Ninh, Hồ Văn Quán. - Vị trí đẹp, đường phân lô thông tứ tung, ô tô tránh nhau thoải mái, vị trí hội tụ toàn biệt thự, liền kề đẳng cấp, nằm ngay khu đông dân cư sầm uất, tấp nập cả ngày lẫn đêm, dân trí cao. Ở thì quá lý tưởng, kết hợp mở cửa hàng bất kể ngành nghề nào cũng hợp lý. - Pháp lý: Sổ chính chủ, sẵn sàng giao dịch ngay. - Anh chị quan tâm xin gọi e Nam để xem ngay và tư vấn thêm những mảnh đất, căn nhà phù hợp nhu cầu và tiêu chí của khách hàng.",Nhà,Hà Nội,Hà Đông,Văn Quán,Yên Bình,,10845368479,53.42,4.0,4.3,,8.0,4.0,3.0,Đông - Bắc,Đông - Bắc,2025-10-16T08:46:01.769000,20.961466,105.762238,False
"Cực hiếm oto thông vào đất gần TTTM AEON trường học các cấp, giao thông kết nối cầu Trần Hưng Đạo","Bán đất Thạch Bàn vị trí đẹp - 52m2 ô tô vào đất - ngõ nông thông - hậu nở vượng lộc. Mô tả: + Vị trí đẹp trước nhà rộng oto vào đất, đường thông, ngõ nông. + Khu vực phát triển tiềm năng tăng, tương lai gần công viên trung tâm Cự Khối, tiên ích đa dạng gần chợ, trường học các cấp, TTTM AON. + Pháp lý chuẩn sổ đỏ chính chủ, thương lượng trực tiếp. Lh: e Tuyết tư vấn xem nhà đất miễn phí.",Đất,Hà Nội,Long Biên,Cự Khối,,,6819820103,55.69,0.0,,,,0.0,0.0,,,2025-10-06T11:55:48.996000,21.025853,105.877512,False
Biệt thự/Nhà liền kề Trung tâm Kon Tum,Coverage row generated from market priors and Hugging Face schema.,Biệt thự/Nhà liền kề,Kon Tum,Trung tâm,,,,4462098217,188.48,2.0,,,,2.0,3.0,,,,14.341225,107.983502,True
"Hàng hiếm vị trí trung tâm Bình Thọ sát bên chung cư Moonligth cách Đặng Văn Bi 50m, giá tốt nhất","Vị trí: Hẻm xe tải đường Đặng Văn Bi, phường Bình Thọ, TP. Thủ Đức. Chỉ cách mặt tiền Đặng Văn Bi khoảng 50m. Ưu điểm nổi bật: Hẻm xe tải rộng, di chuyển thuận tiện. Khu dân cư sầm uất, dân trí cao. Quỹ đất đẹp, rất phù hợp xây CHDV hoặc căn hộ cho thuê. Khu vực có nhu cầu thuê cao (gần Metro khu văn phòng trường đại học). Tiện ích xung quanh: Liền kề Chung cư Moonlight Residences. Gần Lotte Mart Thủ Đức. Gần Trung tâm tiêm chủng VNVC. Chợ Thủ Đức, chợ Bắc Ninh, siêu thị tiện lợi, ngân hàng đầy đủ, trường học, siêu thị đầy đủ. Chỉ khoảng 800m đến Ga Metro Thủ Đức. Tiềm năng tăng giá tốt nhờ tuyến Metro. Đầu tư hoặc xây CHDV đều được. Diện tích: 109m2(có 92m2 ODT). Giá bán: 9.79 tỷ. (Thương lượng nhẹ chủ thiện chí bán nhanh). Liên hệ: [phone_number] Ân Lê (Zalo/Call). 104.",Đất,Hồ Chí Minh,Thủ Đức,Bình Thọ,,,14766554103,108.07,0.0,7.0,,,0.0,0.0,,,2026-03-10T20:54:10.925000,10.836062,106.75516,False
"Bán Căn Nhà Liền Kề Mặt Biển 96m2 Giá 21,6 tỷ, Tại Khu Đô Thị Biển Vinhomes Cần Giờ","Căn Vinhomes Cần Giờ View Trực diện Biển Cực hiếm TĐX-29X (Chẵn nhỏ): - diện đất: 96,8 m2 - Diện tích xây dựng: 287,8 m2. Tiêu chuẩn bàn giao: Thô xây luôn - Giá chưa VAT: 21,584 tỷ - Giá Full gồm VAT và KPBT: 23,783 tỷ - View biển có bãi tắm trước nhà, nằm liền kề căn góc , trục đường thông từ trung tâm dự án ra biển thuận tiện kinh doanh nhà hàng , khách sạn biển - chính thanh toán tiền mặt, và vay ngân hàng 70-80%, hổ trợ lãi suất 18-36 tháng Ngoài ra em còn nhiều căn góc view biển diện tích đa dạng LH : Em Hồng để nhận thông tin chi tiết Em xin cảm ơn và",Biệt thự/Nhà liền kề,Hồ Chí Minh,Cần Giờ,Long Hòa,,Vinhomes Green Paradise,20548294410,90.8,3.0,,,,5.0,6.0,,,2025-12-01T15:48:29.635000,10.790603,106.699793,False
"Sống lễ hội gần khánh hội chính chủ bán ch khánh hội 3 ở bến vân đồn, q4, 2pn-2wc, 73m2, 2,95 tỷ","Chung cư Khánh Hội 3 tọa lạc tại Bến Vân Đồn, Quận 4, Hồ Chí Minh, là lựa chọn lý tưởng cho những ai tìm kiếm một không gian sống tiện nghi và hiện đại. + Diện tích 73m2 với thiết kế 2PN và 2WC, phù hợp cho gia đình nhỏ hoặc nhóm bạn. + Nội thất cơ bản, mang đến sự linh hoạt trong việc bài trí và thiết kế không gian sống. + Pháp lý đầy đủ, đảm bảo an toàn và rõ ràng cho giao dịch. + Phong thủy tốt, tạo cảm giác thoải mái và an lành cho cư dân. Khu vực xung quanh chung cư có nhiều tiện ích như: + Gần các bệnh viện như Bệnh viện Răng Hàm Mặt TP.HCM và Bệnh viện Tai Mũi Họng Sài Gòn. + Các công viên như Công viên Khánh Hội và Công viên Chi Lăng tạo không gian xanh cho khu vực. + Nhiều siêu thị như Winmart+ và Siêu thị Bách Hóa Xanh, thuận tiện cho việc mua sắm hàng ngày. Để biết thêm thông tin chi tiết, vui lòng liên hệ Mạch Nhã Đình qua số điện thoại [phone_number]",Căn hộ chung cư,Hồ Chí Minh,4,,,,6775909783,75.91,7.0,,,,1.0,3.0,,,2025-07-18T15:04:49.509000,10.782188,106.699074,False
Biệt thự/Nhà liền kề Trung tâm Cà Mau,Coverage row generated from market priors and Hugging Face schema.,Biệt thự/Nhà liền kề,Cà Mau,Trung tâm,,,,1984599727,56.9,4.0,,,,2.0,2.0,,,,9.176322,105.135491,True
Nhà phố 2 tầng tại P. Vĩnh Tân - TPHCM chỉ 2tỷ8,"Chỉ 2,8 tỷ (Full thuế phí, bao sang tên). Diện tích: 5x20, sàn 130m2. Nhà 1 trệt 1 lầu, công năng căn nhà 1 phòng khách, 3 phòng ngủ, 3 WC, 1 sân đậu ô tô & sân sau 02m. Ngân hàng VCB & BIDV hỗ trợ 30 năm, lãi suất ưu đãi. Hồ bơi chuẩn quốc tế 750m2, 06 sân tennis, 02 sân cầu lông trong nhà, phòng gym, spa xông hơi, TTTM. Gọi ngay: [phone_number]",Biệt thự/Nhà liền kề,Bình Dương,Tân Uyên,Vĩnh Tân,,Sun Casa Central,6344350000,100.0,4.0,5.0,,,3.0,3.0,Nam,Nam,2026-02-12T22:51:09.623000,10.96732,106.639074,False
Biệt thự/Nhà liền kề Đống Đa Hà Nội,Coverage row generated from market priors and Hugging Face schema.,Biệt thự/Nhà liền kề,Hà Nội,Đống Đa,,,,15343104943,77.9,2.0,,,,3.0,4.0,,,,21.006524,105.834932,True
Đất Trung tâm Nghệ An,Coverage row generated from market priors and Hugging Face schema.,Đất,Nghệ An,Trung tâm,,,,2560256892,80.46,0.0,,,,0.0,0.0,,,,18.685357,105.663187,True
Shophouse Biên Hòa Đồng Nai,Coverage row generated from market priors and Hugging Face schema.,Shophouse,Đồng Nai,Biên Hòa,,,,16065580929,176.15,3.0,,,,4.0,2.0,,,,10.96106,106.85079,True
Nhà đẹp 4 tầng chính chủ ở ngay - 5x10m 50m2 - 3pn 3toilet - hẻm oto đậu cửa - shr - 5.95 tỷ tl,"DIỆN TÍCH: 5 x 10M 50M2 1 trệt + 1 lửng + 3 lầu + mái đúc BTCT kiên cố nhà mới, sạch, chắc chắn Phòng khách rộng, Bếp thoáng, Phòng lửng làm karaoke / sinh hoạt chung + 3PN 3WC. Sân thượng sau phơi đồ/trồng cây Khu an ninh yên tĩnh Phù hợp ở gia đình, cho thuê hoặc làm văn phòng nhỏ. TIỆN ÍCH XUNG QUANH - CHỢ, TRƯỜNG HỌC CÁC CẤP, TRUNG TÂM MUA SẮM EMART PHAN HUY ÍCH. PHÁP LÝ: SỔ HỒNG RIÊNG HOÀN CÔNG ĐỦ. GIÁ YÊU THƯƠNG: 5.95 TỶ THƯƠNG LƯỢNG CHÍNH CHỦ.",Nhà,Hồ Chí Minh,Gò Vấp,12,Nguyễn Duy Cung,,8238307272,51.37,5.0,5.0,,,3.0,3.0,,,2025-12-09T01:07:12.676000,10.775292,106.697246,False
Shophouse Trung tâm Thái Bình,Coverage row generated from market priors and Hugging Face schema.,Shophouse,Thái Bình,Trung tâm,,,,5434892603,119.33,4.0,,,,4.0,2.0,,,,20.444478,106.351938,True
Shophouse Trung tâm Hà Giang,Coverage row generated from market priors and Hugging Face schema.,Shophouse,Hà Giang,Trung tâm,,,,1869515646,60.0,4.0,,,,5.0,3.0,,,,22.83867,104.959051,True
Nhà Trung tâm Sơn La,Coverage row generated from market priors and Hugging Face schema.,Nhà,Sơn La,Trung tâm,,,,1873006374,81.69,4.0,,,,4.0,3.0,,,,21.318328,103.912802,True
Đất Trung tâm Lào Cai,Coverage row generated from market priors and Hugging Face schema.,Đất,Lào Cai,Trung tâm,,,,1122320903,45.0,0.0,,,,0.0,0.0,,,,22.487536,103.986772,True
Căn hộ chung cư Trung tâm Ninh Thuận,Coverage row generated from market priors and Hugging Face schema.,Căn hộ chung cư,Ninh Thuận,Trung tâm,,,,1984479400,120.0,4.0,,,,2.0,4.0,,,,11.549119,108.972871,True
HH Linh Đàm căn 45m2 giá nhỉnh 2 tỷ5 bao sang tên - rẻ nhất thị trường,"Chuyển nơi ở mới chính chủ gửi e bán căn hộ Hh Linh Đàm - Hoàng Mai. Diện tích: 45m2, 1 phòng ngủ, 1 phòng khách, 1 wc. Nội thất cơ bản. Giá nhà lên khá cao e còn căn hộ này duy nhất, rẻ nhất tại HH. Nhỉnh 2 tỷ sở hữu nhà riêng, vị trí đẹp, trung tâm quận hoàng mai đi lại thuận tiện. Xung quanh gần nhiều trường đại học, bệnh viện lớn, trường học các cấp, bến xe. Tài chính nhỏ cho cô bác, anh chị em mua giữ tiền, mua cho con học đại học, gia đình nhỏ tài chính chưa nhiều. Lh: E Dung xem nhà 24/7 và tư vấn pháp lý. Thông tin hình ảnh e đưa chuẩn không đăng ảo. Uy tín, trách nhiệm.",Căn hộ chung cư,Hà Nội,Hoàng Mai,Hoàng Liệt,,HH2 Linh Đàm,3825406897,45.31,7.0,,,,1.0,1.0,,,2026-02-25T16:16:14.752000,21.022141,105.854136,False
Shophouse Trung tâm Quảng Nam,Coverage row generated from market priors and Hugging Face schema.,Shophouse,Quảng Nam,Trung tâm,,,,10301052686,180.0,5.0,,,,3.0,4.0,,,,15.543937,107.99985,True
Shophouse Hải Châu Đà Nẵng,Coverage row generated from market priors and Hugging Face schema.,Shophouse,Đà Nẵng,Hải Châu,,,,6647334586,44.07,4.0,,,,5.0,4.0,,,,16.036521,108.18265,True
"Mở bán 256 căn shophouse cao cấp Suncasa Square của chủ đầu tư Vsip, 100 triệu/ Booking","Chính thức nhận booking Sun Casa Square. Tâm điểm siêu đô thị thông minh tại tp. Hcm mới. - 100 Triệu / booking - sở hữu ngay nhà phố thương mại cao cấp tại trung tâm Vsip II, liền kề Thành Phố Mới Bình Dương (Thành Phố Hồ Chí Minh mới). - Suncasa Square - Từ chủ đầu tư Vsip, kết hợp giữa đô thị hiện đại & hệ sinh thái công nghiệp - dịch vụ hàng đầu. Vị trí đắc địa. Trung tâm Vsip II - thủ phủ công nghiệp hiện đại bậc nhất miền Nam. Kết nối dễ dàng đến Vành Đai 3, 4, Cao tốc HCM - TDM - Chơn Thành. Liền kề Metro Thành Phố Mới Bình Dương - Suối Tiên. Quy mô. - 256 căn nhà phố 3 tầng. - Thiết kế hiện đại, sang trọng - tối ưu không gian sống & kinh doanh. Tiện ích nội khu đẳng cấp. - Học viện trẻ thơ, công viên, khu vui chơi trẻ em. - Khu phức hợp thể thao - Suncasa Sport Center. - Quản lý vận hành bởi Savills. Đặc quyền ưu đãi. - Chiết khấu hấp dẫn. - Thanh toán linh hoạt - chỉ 40% nhận nhà ngay. - Cơ hội đầu tư - an cư bền vững. Bạn đã sẵn sàng trở thành chủ nhân Suncasa Central? Inbox ngay hôm nay để nhận bảng giá & chính sách sớm nhất! Công ty cổ phần sàn giao dịch bất động sản An Homes. Head Office: - A03.18.01, Đường G12, Zone 6, Đảo Swanbay, Đại Phước, Nhơn Trạch, Đồng Nai. - D35.3, Đường X1A, Sun Casa Central, P. Vĩnh Tân, TP. HCM Mới Ngọc Hân.",Shophouse,Bình Dương,Tân Uyên,Vĩnh Tân,,Sun Casa Square,7272072663,93.08,2.0,,,,3.0,3.5,,,2025-06-19T18:26:32.503000,10.975609,106.638565,False
"Bán nhà C4 siêu rộng 105m2 - đường Tây Thạnh, Quận Tân Phú","Đỉnh phẩm đất vàng Tây Thạnh nhà cấp 4 siêu rộng 7m vị trí vàng đầu tư sinh lời khủng. Vị trí: Tây Thạnh, Quận Tân Phú. Diện tích: 7 x 14.5m, vuông vức, sổ pháp lý chuẩn. Nhà cấp 4, vào ở ngay, phù hợp làm kho hoặc phân lô xây dựng cao tầng. Gần mặt tiền Tây Thạnh, khu an ninh, dân trí cao. Pháp lý minh bạch, công chứng nhanh. Giá: 7.7 tỷ thương lượng.",Nhà,Hồ Chí Minh,Tân Phú,Tây Thạnh,Tây Thạnh,,16107148750,105.0,4.0,7.0,,,3.0,2.0,,,2025-06-28T04:50:23.735000,10.805113,106.644639,False
Đất Giảm 2 tỷ - Mặt tiền Bạch Đằng Tân Bình - 252m2 - Ngang 14m - Giá bán nhanh 46 tỷ,"Chủ nhà cần tiền thanh khoản gấp để giải quyết công việc gia đình nên cần nhượng lại khuôn đất mặt tiền cực đẹp trên trục đường huyết mạch Bạch Đằng. Đây là vị trí cửa ngõ sân bay Tân Sơn Nhất, khu vực có giá trị thương mại cực cao và tiềm năng xây dựng building văn phòng rất lớn. Vị trí: Mặt tiền đường Bạch Đằng, Phường 2, Quận Tân Bình. (Vị trí đắc địa, ngay khu vực tập trung nhiều văn phòng logistics, khách sạn và các dịch vụ hàng không). Diện tích: 14m x 18m. Tổng diện tích đất: 252 m2. (Bề ngang 14m là thông số cực kỳ hiếm có, mang lại mặt tiền kinh doanh vô cùng bề thế và đẳng cấp). Kết cấu: Hiện trạng là khuôn đất trống tiện xây mới. Với diện tích và bề ngang lớn, chủ mới có thể xin chỉ tiêu xây dựng hầm + cao tầng để làm tòa nhà văn phòng, showroom hoặc khách sạn cao cấp. Dòng tiền: Phù hợp cho nhà đầu tư mua xây dựng khai thác dòng tiền hoặc làm trụ sở công ty. Khu vực Phường 2 Tân Bình luôn có nhu cầu thuê mặt bằng văn phòng ở mức cao nhất quận, đảm bảo tính thanh khoản và sinh lời bền vững. Giá bán nhanh: 46 tỷ (đã giảm 5% so với giá gốc). Liên hệ Ms Huyền để xem đất và thương lượng chi tiết.",Đất,Hồ Chí Minh,Tân Bình,2,Bạch Đằng,,37437550587,268.39,0.0,,,,0.0,0.0,,,2025-12-29T08:42:10.539000,10.80057,106.642116,False
"Bán đất TĐC Thượng Thanh, 73m2, MT 5.6m, vỉa hè, đường 12m, LH","Bán đất TĐC Thượng Thanh, Long Biên, vỉa hè rộng đường 12m giá tốt nhất thị trường. * Gần dự án hồ, đường 40m đang triển khai. DT 73m2 - MT 5.6m hậu 5.6m. Thông số hoa hậu quá đẹp Phù hợp khách mua ở kết hợp kinh doanh văn phòng. Xây 7 tầng thang máy cực đẹp vừa ở vừa kinh doanh. Vị trí vàng khu vực dân trí cao, gần KDT Việt Hưng - Vinhomes Riverside, đường 40m thông ra Khai Sơn Hill, Gần Bigc, Aeon Mall, Giao thông tiện lợi qua cầu Vĩnh Tuy, Chương Dương... Sổ đỏ chính chủ sẵn sàng, sang tên khách hữu duyên. Lh ngay xem đất.",Đất,Hà Nội,Long Biên,Thượng Thanh,Thượng Thanh,,12483731147,67.28,0.0,5.6,,12.0,0.0,0.0,,,2025-08-29T14:35:45.464000,21.028181,105.88278,False
